"id","scientific.name","accepted.name","family","taxon.rank","taxon.status","search.str","threat.status","notes","original.search","life.form","habitat","vegetation.type","domain"
20066,"Habenaria glazioviana Kraenzl.",NA,"Orchidaceae","species","accepted","Habenaria glazioviana",NA,"replaced synonym","Habenaria odorifera","Erva","Terrícola","Campo de Várzea|Campo Limpo|Floresta de Igapó|Palmeiral|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos","Amazônia|Caatinga|Cerrado"
31917,"Habenaria orchiocalcar Hoehne",NA,"Orchidaceae","species","accepted","Habenaria orchiocalcar",NA,"","Habenaria orchiocalcar","Erva","Terrícola","Campo Limpo|Palmeiral","Amazônia|Cerrado"
20078,"Habenaria obtusa Lindl.",NA,"Orchidaceae","species","accepted","Habenaria obtusa",NA,"replaced synonym","Habenaria ornithoides","Erva","Terrícola","Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Várzea|Palmeiral|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos","Amazônia|Caatinga|Cerrado"
31897,"Habenaria guilleminii Rchb.f.",NA,"Orchidaceae","species","accepted","Habenaria guilleminii",NA,"was misspelled|replaced synonym","Habenaria ouro-branquensis","Erva","Terrícola","Campo Limpo|Campo rupestre","Cerrado|Mata Atlântica"
31897,"Habenaria guilleminii Rchb.f.",NA,"Orchidaceae","species","accepted","Habenaria guilleminii",NA,"replaced synonym","Habenaria ourobranquensis","Erva","Terrícola","Campo Limpo|Campo rupestre","Cerrado|Mata Atlântica"
31918,"Habenaria pabstii J.A.N.Batista & Bianchetti",NA,"Orchidaceae","species","accepted","Habenaria pabstii",NA,"","Habenaria pabstii","Erva","Terrícola","Campo Limpo|Campo rupestre","Amazônia|Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria pansarinii minuscula",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria pansarinii",NA,NA,NA,NA
11693,"Habenaria paranaensis Barb.Rodr.",NA,"Orchidaceae","species","accepted","Habenaria paranaensis",NA,"","Habenaria paranaensis","Erva","Terrícola","Campo de Altitude","Mata Atlântica"
11694,"Habenaria parviflora Lindl.",NA,"Orchidaceae","species","accepted","Habenaria parviflora",NA,"","Habenaria parviflora","Erva","Terrícola","Área Antrópica|Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)","Amazônia|Caatinga|Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria parviflora robusta",NA,NA,NA,NA
11694,"Habenaria parviflora Lindl.",NA,"Orchidaceae","species","accepted","Habenaria parviflora",NA,"replaced synonym","Habenaria paulensis","Erva","Terrícola","Área Antrópica|Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)","Amazônia|Caatinga|Cerrado|Mata Atlântica"
11696,"Habenaria paulistana J.A.N.Batista & Bianchetti",NA,"Orchidaceae","species","accepted","Habenaria paulistana",NA,"","Habenaria paulistana","Erva","Terrícola","Área Antrópica|Floresta Estacional Semidecidual","Mata Atlântica"
11697,"Habenaria petalodes Lindl.",NA,"Orchidaceae","species","accepted","Habenaria petalodes",NA,"","Habenaria petalodes","Erva","Terrícola","Área Antrópica|Campo de Várzea|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos","Amazônia|Caatinga|Cerrado|Mata Atlântica"
11657,"Habenaria edwallii Cogn.",NA,"Orchidaceae","species","accepted","Habenaria edwallii",NA,"replaced synonym","Habenaria physophora","Erva","Terrícola","Campo Limpo|Palmeiral","Cerrado|Mata Atlântica"
11713,"Habenaria trifida Kunth",NA,"Orchidaceae","species","accepted","Habenaria trifida","LC","replaced synonym","Habenaria pickelii","Erva","Terrícola","Área Antrópica|Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos","Amazônia|Caatinga|Cerrado|Mata Atlântica"
11710,"Habenaria schwackei Barb.Rodr.",NA,"Orchidaceae","species","accepted","Habenaria schwackei","LC","replaced synonym","Habenaria platydactyla","Erva","Terrícola","Campinarana|Campo Limpo|Cerrado (lato sensu)|Savana Amazônica","Amazônia|Cerrado|Mata Atlântica"
11699,"Habenaria pleiophylla Hoehne & Schltr.",NA,"Orchidaceae","species","accepted","Habenaria pleiophylla",NA,"","Habenaria pleiophylla","Erva","Terrícola","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
20081,"Habenaria polycarpa Hoehne",NA,"Orchidaceae","species","accepted","Habenaria polycarpa",NA,"","Habenaria polycarpa","Erva","Terrícola","Cerrado (lato sensu)","Cerrado"
11702,"Habenaria repens Nutt.",NA,"Orchidaceae","species","accepted","Habenaria repens",NA,"replaced synonym","Habenaria polygonoides","Erva","Terrícola","Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Aquática","Amazônia|Caatinga|Cerrado|Mata Atlântica"
11648,"Habenaria bractescens Lindl.",NA,"Orchidaceae","species","accepted","Habenaria bractescens",NA,"replaced synonym","Habenaria pontagrossensis","Erva","Terrícola","Campo Limpo|Campo rupestre","Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria praetermissa",NA,NA,NA,NA
11700,"Habenaria pratensis (Salzm. ex Lindl.) Rchb.f.",NA,"Orchidaceae","species","accepted","Habenaria pratensis",NA,"","Habenaria pratensis","Erva","Terrícola","Campo Limpo|Floresta Ciliar ou Galeria|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos","Amazônia|Caatinga|Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria pratensis parviflora",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria pratensis pratensis",NA,NA,NA,NA
11700,"Habenaria pratensis (Salzm. ex Lindl.) Rchb.f.",NA,"Orchidaceae","species","accepted","Habenaria pratensis",NA,"replaced synonym","Habenaria pratensis var. pratensis","Erva","Terrícola","Campo Limpo|Floresta Ciliar ou Galeria|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos","Amazônia|Caatinga|Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria psammophila",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria pseudoculicina",NA,NA,NA,NA
119816,"Habenaria pseudoglaucophylla J.A.N.Bat. et al.",NA,"Orchidaceae","species","accepted","Habenaria pseudoglaucophylla",NA,"","Habenaria pseudoglaucophylla","Erva","Terrícola","Campo rupestre","Cerrado"
20082,"Habenaria pseudohamata Toscano",NA,"Orchidaceae","species","accepted","Habenaria pseudohamata",NA,"","Habenaria pseudohamata","Erva","Terrícola","Campo Limpo|Campo rupestre","Caatinga|Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria pubidactyla apiculatipetala",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria pubidactyla brasiliensis",NA,NA,NA,NA
25912,"Habenaria pubidactyla J.A.N.Bat. & Bianch.",NA,"Orchidaceae","species","accepted","Habenaria pubidactyla",NA,"","Habenaria pubidactyla","Erva","Terrícola","Campo Limpo|Campo rupestre","Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria pubidactyla pubidactyla",NA,NA,NA,NA
31921,"Habenaria pungens Cogn.",NA,"Orchidaceae","species","accepted","Habenaria pungens",NA,"","Habenaria pungens","Erva","Terrícola","Campo Limpo","Cerrado"
20083,"Habenaria quadrata Lindl.",NA,"Orchidaceae","species","accepted","Habenaria quadrata",NA,"","Habenaria quadrata","Erva","Terrícola","Campo de Altitude|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria","Amazônia|Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria quadriferricola",NA,NA,NA,NA
11658,"Habenaria ekmaniana Kraenzl.",NA,"Orchidaceae","species","accepted","Habenaria ekmaniana",NA,"replaced synonym","Habenaria recta","Erva","Terrícola","Campo Limpo|Vegetação Sobre Afloramentos Rochosos","Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria reflexicalcar",NA,NA,NA,NA
11701,"Habenaria regnellii Cogn.",NA,"Orchidaceae","species","accepted","Habenaria regnellii","LC","","Habenaria regnellii","Erva","Terrícola","Campo de Altitude|Campo Limpo|Floresta Ombrófila (= Floresta Pluvial)","Cerrado|Mata Atlântica"
11694,"Habenaria parviflora Lindl.",NA,"Orchidaceae","species","accepted","Habenaria parviflora",NA,"replaced synonym","Habenaria reichenbachiana","Erva","Terrícola","Área Antrópica|Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)","Amazônia|Caatinga|Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria repens gracilis",NA,NA,NA,NA
11702,"Habenaria repens Nutt.",NA,"Orchidaceae","species","accepted","Habenaria repens",NA,"","Habenaria repens","Erva","Terrícola","Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Aquática","Amazônia|Caatinga|Cerrado|Mata Atlântica"
11646,"Habenaria balansae Cogn.",NA,"Orchidaceae","species","accepted","Habenaria balansae",NA,"replaced synonym","Habenaria retusa","Erva","Terrícola","Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria|Palmeiral","Cerrado|Mata Atlântica"
20088,"Habenaria warmingii Rchb.f.",NA,"Orchidaceae","species","accepted","Habenaria warmingii",NA,"replaced synonym","Habenaria riedelii","Erva","Terrícola","Cerrado (lato sensu)|Floresta Estacional Semidecidual","Caatinga|Cerrado|Mata Atlântica"
11704,"Habenaria rodeiensis Barb.Rodr.",NA,"Orchidaceae","species","accepted","Habenaria rodeiensis","LC","","Habenaria rodeiensis","Erva","Terrícola","Área Antrópica|Campo Limpo","Amazônia|Cerrado|Mata Atlântica"
31922,"Habenaria rodriguesii Cogn.",NA,"Orchidaceae","species","accepted","Habenaria rodriguesii",NA,"","Habenaria rodriguesii","Erva","Terrícola","Campo de Altitude|Campo Limpo","Cerrado|Mata Atlântica"
11705,"Habenaria rolfeana Schltr.",NA,"Orchidaceae","species","accepted","Habenaria rolfeana",NA,"","Habenaria rolfeana","Erva","Terrícola","Campo de Altitude|Campo Limpo|Campo rupestre","Mata Atlântica"
31909,"Habenaria magniscutata Catling",NA,"Orchidaceae","species","accepted","Habenaria magniscutata",NA,"replaced synonym","Habenaria rostrata","Erva","Terrícola","Campo Limpo|Campo rupestre","Cerrado"
11706,"Habenaria rotundiloba Pabst",NA,"Orchidaceae","species","accepted","Habenaria rotundiloba",NA,"was misspelled","Habenaria rotundiflora","Erva","Terrícola","Restinga","Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria rotundifolia",NA,NA,NA,NA
11706,"Habenaria rotundiloba Pabst",NA,"Orchidaceae","species","accepted","Habenaria rotundiloba",NA,"","Habenaria rotundiloba","Erva","Terrícola","Restinga","Mata Atlântica"
11708,"Habenaria rupicola Barb.Rodr.",NA,"Orchidaceae","species","accepted","Habenaria rupicola",NA,"","Habenaria rupicola","Erva","Terrícola","Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Amazônia|Cerrado|Mata Atlântica"
11709,"Habenaria sceptrum Schltr.",NA,"Orchidaceae","species","accepted","Habenaria sceptrum",NA,"","Habenaria sceptrum","Erva","Terrícola","Campo de Altitude","Mata Atlântica"
31923,"Habenaria schenckii Cogn.",NA,"Orchidaceae","species","accepted","Habenaria schenckii",NA,"","Habenaria schenckii","Erva","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Palmeiral","Amazônia|Caatinga|Cerrado"
11710,"Habenaria schwackei Barb.Rodr.",NA,"Orchidaceae","species","accepted","Habenaria schwackei","LC","","Habenaria schwackei","Erva","Terrícola","Campinarana|Campo Limpo|Cerrado (lato sensu)|Savana Amazônica","Amazônia|Cerrado|Mata Atlântica"
11710,"Habenaria schwackei Barb.Rodr.",NA,"Orchidaceae","species","accepted","Habenaria schwackei","LC","was misspelled","Habenaria schwackii","Erva","Terrícola","Campinarana|Campo Limpo|Cerrado (lato sensu)|Savana Amazônica","Amazônia|Cerrado|Mata Atlântica"
11711,"Habenaria secunda Lindl.",NA,"Orchidaceae","species","accepted","Habenaria secunda",NA,"","Habenaria secunda","Erva","Terrícola","Campo de Altitude|Campo Limpo|Floresta Ombrófila (= Floresta Pluvial)","Cerrado|Mata Atlântica"
31924,"Habenaria secundiflora Barb.Rodr.",NA,"Orchidaceae","species","accepted","Habenaria secundiflora",NA,"","Habenaria secundiflora","Erva","Terrícola","Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria","Amazônia|Cerrado"
11712,"Habenaria setacea Lindl.",NA,"Orchidaceae","species","accepted","Habenaria setacea",NA,"","Habenaria setacea","Erva","Terrícola","Campinarana|Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Amazônia|Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria spanophytica",NA,NA,NA,NA
37686,"Habenaria spathulifera Cogn.",NA,"Orchidaceae","species","accepted","Habenaria spathulifera",NA,"","Habenaria spathulifera","Erva","Terrícola","Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Savana Amazônica","Amazônia|Caatinga|Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria spec.",NA,NA,NA,NA
20085,"Habenaria sprucei Cogn.",NA,"Orchidaceae","species","accepted","Habenaria sprucei",NA,"","Habenaria sprucei","Erva","Terrícola","Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria","Amazônia|Caatinga|Cerrado"
31893,"Habenaria culicina Rchb.f. & Warm.",NA,"Orchidaceae","species","accepted","Habenaria culicina","LC","was misspelled|replaced synonym","Habenaria st-simonensis","Erva","Terrícola","Campo Limpo|Cerrado (lato sensu)","Amazônia|Cerrado"
37688,"Habenaria subfiliformis Cogn.",NA,"Orchidaceae","species","accepted","Habenaria subfiliformis",NA,"","Habenaria subfiliformis","Erva","Terrícola","Campo Limpo","Amazônia|Cerrado|Mata Atlântica"
25913,"Habenaria subviridis Hoehne & Schltr.",NA,"Orchidaceae","species","accepted","Habenaria subviridis",NA,"","Habenaria subviridis","Erva","Terrícola","Cerrado (lato sensu)|Floresta Estacional Semidecidual","Caatinga|Cerrado|Mata Atlântica"
37689,"Habenaria sylvicultrix Lindl. ex Kraenzl.",NA,"Orchidaceae","species","accepted","Habenaria sylvicultrix",NA,"","Habenaria sylvicultrix","Erva","Terrícola","Floresta de Terra Firme","Amazônia"
66836,"Habenaria tamanduensis Schltr.",NA,"Orchidaceae","species","accepted","Habenaria tamanduensis",NA,"","Habenaria tamanduensis","Erva","Terrícola","Campo Limpo|Floresta Ciliar ou Galeria","Cerrado"
11702,"Habenaria repens Nutt.",NA,"Orchidaceae","species","accepted","Habenaria repens",NA,"replaced synonym","Habenaria taubertiana","Erva","Terrícola","Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Aquática","Amazônia|Caatinga|Cerrado|Mata Atlântica"
11670,"Habenaria heleogena Schltr.",NA,"Orchidaceae","species","accepted","Habenaria heleogena",NA,"replaced synonym","Habenaria trapezoidea","Erva","Terrícola","Campo Limpo","Cerrado|Mata Atlântica"
11713,"Habenaria trifida Kunth",NA,"Orchidaceae","species","accepted","Habenaria trifida","LC","","Habenaria trifida","Erva","Terrícola","Área Antrópica|Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos","Amazônia|Caatinga|Cerrado|Mata Atlântica"
31892,"Habenaria coxipoensis Hoehne",NA,"Orchidaceae","species","accepted","Habenaria coxipoensis",NA,"replaced synonym","Habenaria trimeropetala","Erva","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado|Mata Atlântica"
11714,"Habenaria ulei Cogn.",NA,"Orchidaceae","species","accepted","Habenaria ulei",NA,"replaced synonym","Habenaria ulaei","Erva","Terrícola","Campo de Altitude","Mata Atlântica"
37690,"Habenaria uliginosa Rchb.f.",NA,"Orchidaceae","species","accepted","Habenaria uliginosa",NA,"","Habenaria uliginosa","Erva","Terrícola","Campo de Altitude","Mata Atlântica"
11715,"Habenaria umbraticola Barb.Rodr.",NA,"Orchidaceae","species","accepted","Habenaria umbraticola","LC","","Habenaria umbraticola","Erva","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista","Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Habenaria undesignated",NA,NA,NA,NA
20086,"Habenaria urbaniana Cogn.",NA,"Orchidaceae","species","accepted","Habenaria urbaniana",NA,"","Habenaria urbaniana","Erva","Terrícola","Campo Limpo","Cerrado"
11677,"Habenaria johannensis Barb.Rodr.",NA,"Orchidaceae","species","accepted","Habenaria johannensis",NA,"was misspelled|replaced synonym","Habenaria vaupelii","Erva","Terrícola","Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria","Caatinga|Cerrado|Mata Atlântica"
11677,"Habenaria johannensis Barb.Rodr.",NA,"Orchidaceae","species","accepted","Habenaria johannensis",NA,"replaced synonym","Habenaria vaupellii","Erva","Terrícola","Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria","Caatinga|Cerrado|Mata Atlântica"
11686,"Habenaria melanopoda Hoehne & Schltr.",NA,"Orchidaceae","species","accepted","Habenaria melanopoda",NA,"replaced synonym","Habenaria verecunda","Erva","Terrícola","Campo de Altitude|Campo Limpo|Campo rupestre","Cerrado|Mata Atlântica"
11679,"Habenaria josephensis Barb.Rodr.",NA,"Orchidaceae","species","accepted","Habenaria josephensis",NA,"replaced synonym","Habenaria wacketii","Erva","Terrícola","Área Antrópica|Campo rupestre|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
20088,"Habenaria warmingii Rchb.f.",NA,"Orchidaceae","species","accepted","Habenaria warmingii",NA,"","Habenaria warmingii","Erva","Terrícola","Cerrado (lato sensu)|Floresta Estacional Semidecidual","Caatinga|Cerrado|Mata Atlântica"
