"","501","351","352","312","430","152","668","391","392","708","381","549","589","311","390","232","233","541","272","748","667","581","587","230","550","502","469","470","270","669","828","906"
"501",0,0.923076923076923,0.916666666666667,0.909090909090909,0.666666666666667,0.75,0.888888888888889,0.888888888888889,0.857142857142857,0.8,0.5,0.75,0.333333333333333,0.833333333333333,0.857142857142857,0.8,1,0.5,1,0.8,0.666666666666667,0.5,1,0.5,1,0.5,0.333333333333333,0.5,0.666666666666667,1,0.75,0.5
"351",0.923076923076923,0,0.647058823529412,0.625,0.8,0.846153846153846,0.75,0.333333333333333,0.714285714285714,0.933333333333333,1,0.928571428571429,0.846153846153846,0.866666666666667,0.714285714285714,0.666666666666667,0.846153846153846,1,0.923076923076923,0.933333333333333,0.923076923076923,1,0.916666666666667,0.916666666666667,0.916666666666667,1,0.846153846153846,0.857142857142857,1,0.916666666666667,1,1
"352",0.916666666666667,0.647058823529412,0,0.5,0.692307692307692,0.727272727272727,0.8125,0.733333333333333,0.583333333333333,0.928571428571429,1,0.923076923076923,0.833333333333333,0.769230769230769,0.866666666666667,0.75,0.833333333333333,1,0.818181818181818,0.928571428571429,0.916666666666667,1,0.909090909090909,0.909090909090909,0.909090909090909,1,0.833333333333333,0.846153846153846,1,0.909090909090909,1,1
"312",0.909090909090909,0.625,0.5,0,0.857142857142857,0.7,0.615384615384615,0.875,0.666666666666667,0.833333333333333,1,0.818181818181818,0.818181818181818,0.636363636363636,0.857142857142857,0.727272727272727,0.818181818181818,1,0.909090909090909,0.833333333333333,0.909090909090909,1,0.9,0.9,0.9,1,0.818181818181818,0.833333333333333,1,0.9,0.916666666666667,1
"430",0.666666666666667,0.8,0.692307692307692,0.857142857142857,0,0.714285714285714,0.833333333333333,0.727272727272727,0.8,0.888888888888889,0.833333333333333,0.875,0.714285714285714,0.777777777777778,0.666666666666667,0.75,1,0.833333333333333,0.857142857142857,0.888888888888889,0.857142857142857,0.833333333333333,1,0.833333333333333,1,0.833333333333333,0.714285714285714,0.571428571428572,0.666666666666667,1,0.875,0.833333333333333
"152",0.75,0.846153846153846,0.727272727272727,0.7,0.714285714285714,0,0.9,0.777777777777778,0.714285714285714,1,1,1,0.8,0.857142857142857,0.875,0.6,0.8,1,1,1,1,1,1,0.666666666666667,1,1,0.8,0.833333333333333,1,1,1,1
"668",0.888888888888889,0.75,0.8125,0.615384615384615,0.833333333333333,0.9,0,0.857142857142857,0.727272727272727,0.666666666666667,1,0.777777777777778,0.777777777777778,0.375,0.833333333333333,0.8,0.9,1,1,0.8,0.888888888888889,1,0.875,0.875,0.875,1,0.777777777777778,0.666666666666667,0.888888888888889,0.875,0.9,1
"391",0.888888888888889,0.333333333333333,0.733333333333333,0.875,0.727272727272727,0.777777777777778,0.857142857142857,0,0.727272727272727,1,1,1,0.9,0.916666666666667,0.727272727272727,0.666666666666667,0.9,1,1,1,1,1,1,0.875,1,1,0.9,0.909090909090909,1,1,1,1
"392",0.857142857142857,0.714285714285714,0.583333333333333,0.666666666666667,0.8,0.714285714285714,0.727272727272727,0.727272727272727,0,0.888888888888889,1,0.875,0.714285714285714,0.625,0.666666666666667,0.571428571428572,0.875,1,1,0.888888888888889,0.857142857142857,1,0.833333333333333,0.833333333333333,0.833333333333333,1,0.714285714285714,0.75,1,0.833333333333333,1,1
"708",0.8,0.933333333333333,0.928571428571429,0.833333333333333,0.888888888888889,1,0.666666666666667,1,0.888888888888889,0,0.75,0.25,0.6,0.714285714285714,0.75,0.857142857142857,0.833333333333333,0.75,1,0.4,0.5,0.75,0.75,1,0.75,0.75,0.6,0.666666666666667,0.8,0.75,0.6,0.75
"381",0.5,1,1,1,0.833333333333333,1,1,1,1,0.75,0,0.666666666666667,0.666666666666667,1,0.833333333333333,1,1,0,1,0.75,0.5,0,1,1,1,0,0.666666666666667,0.75,0.5,1,0.666666666666667,0
"549",0.75,0.928571428571429,0.923076923076923,0.818181818181818,0.875,1,0.777777777777778,1,0.875,0.25,0.666666666666667,0,0.5,0.666666666666667,0.714285714285714,0.833333333333333,0.8,0.666666666666667,1,0.25,0.333333333333333,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.5,0.6,0.75,0.666666666666667,0.5,0.666666666666667
"589",0.333333333333333,0.846153846153846,0.833333333333333,0.818181818181818,0.714285714285714,0.8,0.777777777777778,0.9,0.714285714285714,0.6,0.666666666666667,0.5,0,0.666666666666667,0.714285714285714,0.6,0.8,0.666666666666667,1,0.6,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0.25,0.75,0.666666666666667,0.8,0.666666666666667
"311",0.833333333333333,0.866666666666667,0.769230769230769,0.636363636363636,0.777777777777778,0.857142857142857,0.375,0.916666666666667,0.625,0.714285714285714,1,0.666666666666667,0.666666666666667,0,0.777777777777778,0.714285714285714,0.857142857142857,1,1,0.714285714285714,0.833333333333333,1,0.8,0.8,0.8,1,0.666666666666667,0.5,0.833333333333333,0.8,0.857142857142857,1
"390",0.857142857142857,0.714285714285714,0.866666666666667,0.857142857142857,0.666666666666667,0.875,0.833333333333333,0.727272727272727,0.666666666666667,0.75,0.833333333333333,0.714285714285714,0.714285714285714,0.777777777777778,0,0.571428571428572,0.714285714285714,0.833333333333333,1,0.75,0.666666666666667,0.833333333333333,0.833333333333333,1,0.833333333333333,0.833333333333333,0.714285714285714,0.571428571428572,0.666666666666667,0.833333333333333,0.875,0.833333333333333
"232",0.8,0.666666666666667,0.75,0.727272727272727,0.75,0.6,0.8,0.666666666666667,0.571428571428572,0.857142857142857,1,0.833333333333333,0.6,0.714285714285714,0.571428571428572,0,0.6,1,1,0.857142857142857,0.8,1,0.75,0.75,0.75,1,0.6,0.666666666666667,1,0.75,1,1
"233",1,0.846153846153846,0.833333333333333,0.818181818181818,1,0.8,0.9,0.9,0.875,0.833333333333333,1,0.8,0.8,0.857142857142857,0.714285714285714,0.6,0,1,1,0.833333333333333,0.75,1,0.666666666666667,1,0.666666666666667,1,0.8,0.833333333333333,1,0.666666666666667,1,1
"541",0.5,1,1,1,0.833333333333333,1,1,1,1,0.75,0,0.666666666666667,0.666666666666667,1,0.833333333333333,1,1,0,1,0.75,0.5,0,1,1,1,0,0.666666666666667,0.75,0.5,1,0.666666666666667,0
"272",1,0.923076923076923,0.818181818181818,0.909090909090909,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"748",0.8,0.933333333333333,0.928571428571429,0.833333333333333,0.888888888888889,1,0.8,1,0.888888888888889,0.4,0.75,0.25,0.6,0.714285714285714,0.75,0.857142857142857,0.833333333333333,0.75,1,0,0.5,0.75,0.75,1,0.75,0.75,0.6,0.666666666666667,0.8,0.75,0.25,0.75
"667",0.666666666666667,0.923076923076923,0.916666666666667,0.909090909090909,0.857142857142857,1,0.888888888888889,1,0.857142857142857,0.5,0.5,0.333333333333333,0.333333333333333,0.833333333333333,0.666666666666667,0.8,0.75,0.5,1,0.5,0,0.5,0.5,1,0.5,0.5,0.333333333333333,0.5,0.666666666666667,0.5,0.75,0.5
"581",0.5,1,1,1,0.833333333333333,1,1,1,1,0.75,0,0.666666666666667,0.666666666666667,1,0.833333333333333,1,1,0,1,0.75,0.5,0,1,1,1,0,0.666666666666667,0.75,0.5,1,0.666666666666667,0
"587",1,0.916666666666667,0.909090909090909,0.9,1,1,0.875,1,0.833333333333333,0.75,1,0.666666666666667,0.666666666666667,0.8,0.833333333333333,0.75,0.666666666666667,1,1,0.75,0.5,1,0,1,0,1,0.666666666666667,0.75,1,0,1,1
"230",0.5,0.916666666666667,0.909090909090909,0.9,0.833333333333333,0.666666666666667,0.875,0.875,0.833333333333333,1,1,1,0.666666666666667,0.8,1,0.75,1,1,1,1,1,1,1,0,1,1,0.666666666666667,0.75,1,1,1,1
"550",1,0.916666666666667,0.909090909090909,0.9,1,1,0.875,1,0.833333333333333,0.75,1,0.666666666666667,0.666666666666667,0.8,0.833333333333333,0.75,0.666666666666667,1,1,0.75,0.5,1,0,1,0,1,0.666666666666667,0.75,1,0,1,1
"502",0.5,1,1,1,0.833333333333333,1,1,1,1,0.75,0,0.666666666666667,0.666666666666667,1,0.833333333333333,1,1,0,1,0.75,0.5,0,1,1,1,0,0.666666666666667,0.75,0.5,1,0.666666666666667,0
"469",0.333333333333333,0.846153846153846,0.833333333333333,0.818181818181818,0.714285714285714,0.8,0.777777777777778,0.9,0.714285714285714,0.6,0.666666666666667,0.5,0,0.666666666666667,0.714285714285714,0.6,0.8,0.666666666666667,1,0.6,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0.25,0.75,0.666666666666667,0.8,0.666666666666667
"470",0.5,0.857142857142857,0.846153846153846,0.833333333333333,0.571428571428572,0.833333333333333,0.666666666666667,0.909090909090909,0.75,0.666666666666667,0.75,0.6,0.25,0.5,0.571428571428572,0.666666666666667,0.833333333333333,0.75,1,0.666666666666667,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0,0.5,0.75,0.833333333333333,0.75
"270",0.666666666666667,1,1,1,0.666666666666667,1,0.888888888888889,1,1,0.8,0.5,0.75,0.75,0.833333333333333,0.666666666666667,1,1,0.5,1,0.8,0.666666666666667,0.5,1,1,1,0.5,0.75,0.5,0,1,0.75,0.5
"669",1,0.916666666666667,0.909090909090909,0.9,1,1,0.875,1,0.833333333333333,0.75,1,0.666666666666667,0.666666666666667,0.8,0.833333333333333,0.75,0.666666666666667,1,1,0.75,0.5,1,0,1,0,1,0.666666666666667,0.75,1,0,1,1
"828",0.75,1,1,0.916666666666667,0.875,1,0.9,1,1,0.6,0.666666666666667,0.5,0.8,0.857142857142857,0.875,1,1,0.666666666666667,1,0.25,0.75,0.666666666666667,1,1,1,0.666666666666667,0.8,0.833333333333333,0.75,1,0,0.666666666666667
"906",0.5,1,1,1,0.833333333333333,1,1,1,1,0.75,0,0.666666666666667,0.666666666666667,1,0.833333333333333,1,1,0,1,0.75,0.5,0,1,1,1,0,0.666666666666667,0.75,0.5,1,0.666666666666667,0
