"","669","748","667","788","391","422","668","708","908","470","589","827","351","581","828","352","312","392","588","541","501","823","382","154","232","906","782"
"669",0,0.833333333333333,1,0.9375,1,1,0.804878048780488,0.818181818181818,0.909090909090909,1,0.944444444444444,0.818181818181818,1,0.909090909090909,0.941176470588235,1,1,1,1,1,0.666666666666667,0.909090909090909,1,1,1,1,1
"748",0.833333333333333,0,0.933333333333333,0.758620689655172,1,0.967741935483871,0.488888888888889,0.55,0.892857142857143,0.962962962962963,0.8125,0.814814814814815,0.972972972972973,0.931034482758621,0.766666666666667,1,0.96875,1,0.962962962962963,1,0.870967741935484,0.966666666666667,1,1,0.964285714285714,0.962962962962963,0.925925925925926
"667",1,0.933333333333333,0,1,1,1,0.930232558139535,0.941176470588235,0.875,0.8,0.545454545454545,0.888888888888889,1,1,0.928571428571429,1,1,1,0.8,1,1,1,1,1,0.833333333333333,1,0.833333333333333
"788",0.9375,0.758620689655172,1,0,1,0.923076923076923,0.80952380952381,0.823529411764706,0.916666666666667,1,0.947368421052632,0.833333333333333,0.947368421052632,0.916666666666667,0.538461538461538,1,0.928571428571429,1,1,1,0.866666666666667,0.916666666666667,1,1,1,0.888888888888889,0.9
"391",1,1,1,1,0,1,1,1,1,1,1,1,0.5,1,1,0.7,0.818181818181818,0.875,1,1,1,1,1,0.857142857142857,1,1,1
"422",1,0.967741935483871,1,0.923076923076923,1,0,0.954545454545454,0.971428571428571,1,1,0.933333333333333,0.888888888888889,0.769230769230769,0.5,0.928571428571429,0.9,0.777777777777778,1,1,0.8,0.555555555555556,0.714285714285714,0.6,1,1,1,0.833333333333333
"668",0.804878048780488,0.488888888888889,0.930232558139535,0.80952380952381,1,0.954545454545454,0,0.363636363636364,0.902439024390244,0.975609756097561,0.818181818181818,0.878048780487805,0.980392156862745,0.953488372093023,0.813953488372093,0.978260869565217,0.955555555555556,1,0.975609756097561,1,0.886363636363636,0.928571428571429,1,1,0.976190476190476,0.975609756097561,0.951219512195122
"708",0.818181818181818,0.55,0.941176470588235,0.823529411764706,1,0.971428571428571,0.363636363636364,0,0.90625,0.967741935483871,0.8,0.875,0.975609756097561,0.939393939393939,0.828571428571429,1,0.972222222222222,1,0.967741935483871,1,0.852941176470588,0.970588235294118,1,1,0.96875,0.967741935483871,0.96875
"908",0.909090909090909,0.892857142857143,0.875,0.916666666666667,1,1,0.902439024390244,0.90625,0,1,0.928571428571429,0.714285714285714,1,0.857142857142857,0.833333333333333,1,1,1,1,1,0.909090909090909,1,1,1,1,0.75,0.8
"470",1,0.962962962962963,0.8,1,1,1,0.975609756097561,0.967741935483871,1,0,0.909090909090909,1,1,1,0.9,1,1,1,0,1,1,1,1,1,0.5,1,1
"589",0.944444444444444,0.8125,0.545454545454545,0.947368421052632,1,0.933333333333333,0.818181818181818,0.8,0.928571428571429,0.909090909090909,0,0.933333333333333,0.952380952380952,0.928571428571429,0.95,1,1,1,0.909090909090909,1,0.882352941176471,1,0.916666666666667,1,0.916666666666667,1,0.916666666666667
"827",0.818181818181818,0.814814814814815,0.888888888888889,0.833333333333333,1,0.888888888888889,0.878048780487805,0.875,0.714285714285714,1,0.933333333333333,0,0.933333333333333,0.714285714285714,0.75,1,0.9,1,1,1,0.818181818181818,0.875,1,1,1,1,0.6
"351",1,0.972972972972973,1,0.947368421052632,0.5,0.769230769230769,0.980392156862745,0.975609756097561,1,1,0.952380952380952,0.933333333333333,0,0.75,0.95,0.785714285714286,0.785714285714286,0.818181818181818,1,0.909090909090909,0.8125,0.846153846153846,0.818181818181818,1,0.916666666666667,1,0.916666666666667
"581",0.909090909090909,0.931034482758621,1,0.916666666666667,1,0.5,0.953488372093023,0.939393939393939,0.857142857142857,1,0.928571428571429,0.714285714285714,0.75,0,0.833333333333333,1,0.888888888888889,1,1,0.75,0.5,0.666666666666667,0.5,1,1,1,0.8
"828",0.941176470588235,0.766666666666667,0.928571428571429,0.538461538461538,1,0.928571428571429,0.813953488372093,0.828571428571429,0.833333333333333,0.9,0.95,0.75,0.95,0.833333333333333,0,1,0.933333333333333,1,0.9,1,0.875,0.923076923076923,1,1,0.909090909090909,0.9,0.909090909090909
"352",1,1,1,1,0.7,0.9,0.978260869565217,1,1,1,1,1,0.785714285714286,1,1,0,0.285714285714286,0.857142857142857,1,1,1,1,1,0.833333333333333,0.857142857142857,1,1
"312",1,0.96875,1,0.928571428571429,0.818181818181818,0.777777777777778,0.955555555555556,0.972222222222222,1,1,1,0.9,0.785714285714286,0.888888888888889,0.933333333333333,0.285714285714286,0,0.857142857142857,1,1,0.923076923076923,0.888888888888889,1,0.833333333333333,0.857142857142857,1,0.857142857142857
"392",1,1,1,1,0.875,1,1,1,1,1,1,1,0.818181818181818,1,1,0.857142857142857,0.857142857142857,0,1,1,1,1,1,1,1,1,1
"588",1,0.962962962962963,0.8,1,1,1,0.975609756097561,0.967741935483871,1,0,0.909090909090909,1,1,1,0.9,1,1,1,0,1,1,1,1,1,0.5,1,1
"541",1,1,1,1,1,0.8,1,1,1,1,1,1,0.909090909090909,0.75,1,1,1,1,1,0,0.875,0.75,0.5,1,1,1,1
"501",0.666666666666667,0.870967741935484,1,0.866666666666667,1,0.555555555555556,0.886363636363636,0.852941176470588,0.909090909090909,1,0.882352941176471,0.818181818181818,0.8125,0.5,0.875,1,0.923076923076923,1,1,0.875,0,0.8,0.75,1,1,1,0.888888888888889
"823",0.909090909090909,0.966666666666667,1,0.916666666666667,1,0.714285714285714,0.928571428571429,0.970588235294118,1,1,1,0.875,0.846153846153846,0.666666666666667,0.923076923076923,1,0.888888888888889,1,1,0.75,0.8,0,0.8,1,1,1,0.8
"382",1,1,1,1,1,0.6,1,1,1,1,0.916666666666667,1,0.818181818181818,0.5,1,1,1,1,1,0.5,0.75,0.8,0,1,1,1,1
"154",1,1,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.833333333333333,1,1,1,1,1,1,0,1,1,1
"232",1,0.964285714285714,0.833333333333333,1,1,1,0.976190476190476,0.96875,1,0.5,0.916666666666667,1,0.916666666666667,1,0.909090909090909,0.857142857142857,0.857142857142857,1,0.5,1,1,1,1,1,0,1,1
"906",1,0.962962962962963,1,0.888888888888889,1,1,0.975609756097561,0.967741935483871,0.75,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,0,1
"782",1,0.925925925925926,0.833333333333333,0.9,1,0.833333333333333,0.951219512195122,0.96875,0.8,1,0.916666666666667,0.6,0.916666666666667,0.8,0.909090909090909,1,0.857142857142857,1,1,1,0.888888888888889,0.8,1,1,1,1,0
